wifi0,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6,wifi7,wifi8,wifi9,wifi10,wifi11,wifi12,wifi13,wifi14,wifi15,wifi16,wifi17,wifi18,wifi19,wifi20,wifi21,wifi22,wifi23,wifi24,wifi25,wifi26,wifi27,wifi28,wifi29,wifi30,wifi31,wifi32,wifi33,wifi34,wifi35,wifi36,wifi37,wifi38,wifi39,wifi40,wifi41,wifi42,wifi43,wifi44,wifi45,wifi46,wifi47,wifi48,wifi49,wifi50,wifi51,wifi52,wifi53,wifi54,wifi55,wifi56,wifi57,wifi58,wifi59,wifi60,wifi61,wifi62,wifi63,wifi64,wifi65,wifi66,wifi67,wifi68,wifi69,wifi70,wifi71,wifi72,wifi73,wifi74,wifi75,wifi76,wifi77,wifi78,wifi79,wifi80,wifi81,wifi82,wifi83,wifi84,wifi85,wifi86,wifi87,wifi88,wifi89,wifi90,wifi91,wifi92,wifi93,wifi94,wifi95,wifi96,wifi97,wifi98,wifi99,wifi100,wifi101,wifi102,wifi103,wifi104,wifi105,wifi106,wifi107,wifi108,wifi109,wifi110,wifi111,wifi112,wifi113,wifi114,wifi115,wifi116,wifi117,wifi118,wifi119,wifi120,wifi121,wifi122,wifi123,wifi124,wifi125,wifi126,wifi127,wifi128,wifi129,wifi130,wifi131,wifi132,wifi133,wifi134,wifi135,wifi136,wifi137,wifi138,wifi139,wifi140,wifi141,wifi142,wifi143,wifi144,wifi145,wifi146,wifi147,wifi148,wifi149,wifi150,wifi151,wifi152,wifi153,wifi154,wifi155,wifi156,wifi157,wifi158,wifi159,wifi160,wifi161,wifi162,wifi163,wifi164,wifi165,wifi166,wifi167,wifi168,wifi169,wifi170,wifi171,wifi172,wifi173,wifi174,wifi175,wifi176,wifi177,wifi178,wifi179,wifi180,wifi181,wifi182,wifi183,wifi184,location
-89,-69,-47,-47,-47,-66,-87,-86,-46,-65,-67,-77,-71,-88,-89,-86,-72,-86,-85,100,100,-85,100,-86,100,-87,100,-81,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,-89,48
-89,-69,-47,-47,-47,-66,-87,-86,-46,-65,-67,-77,-71,-88,-89,-86,-72,-86,-85,100,100,-85,100,-86,100,-87,100,-81,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-69,100,100,-82,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,-89,49
-87,-62,-58,-60,-59,-54,-87,-86,-59,-57,-62,-77,-65,-88,-89,-86,-81,-86,-86,100,100,-85,100,-86,100,-87,100,-85,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-85,100,100,-82,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,-89,50
-87,-62,-58,-60,-59,-54,-87,-86,-59,-57,-62,-77,-65,-88,-89,-86,-81,-86,-86,100,100,-85,100,-86,100,-87,100,-85,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-85,100,100,-82,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,-89,51
-87,-62,-58,-60,-59,-54,-87,-86,-59,-57,-62,-77,-65,-88,-89,-86,-81,-86,-86,100,100,-85,100,-86,100,-87,100,-85,100,100,-87,-86,-87,100,-89,-89,-87,-87,100,-87,-87,-87,-56,100,-86,100,100,100,100,100,100,-84,100,100,100,-91,-88,-85,100,100,-82,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,-88,-87,-89,-87,100,100,100,100,100,100,100,100,100,-92,100,100,100,100,100,100,100,100,100,-89,-90,100,-89,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,-89,52
-87,-59,-62,-63,-62,-58,-87,-86,-62,-57,-58,-77,-66,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-56,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-85,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-89,53
-87,-59,-62,-63,-62,-58,-87,-86,-62,-57,-58,-77,-66,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-56,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-85,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-89,54
-87,-59,-62,-63,-62,-58,-87,-86,-62,-57,-58,-77,-66,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-56,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-85,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-73,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-89,55
-87,-67,-68,-66,-67,-62,-87,-86,-74,-62,-64,-77,-69,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-76,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-89,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-84,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,-89,56
-87,-67,-68,-66,-67,-62,-87,-86,-74,-62,-64,-77,-69,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-76,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-89,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-84,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,-89,57
-87,-67,-68,-66,-67,-62,-87,-86,-74,-62,-64,-77,-69,-88,100,-86,-81,-86,-86,100,100,-85,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,-76,100,-86,100,100,100,100,100,100,100,100,100,100,-91,100,-89,100,100,100,100,100,100,100,100,100,-79,100,-76,100,100,100,100,100,100,100,-84,100,100,100,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-90,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,-89,58
-87,-70,-69,-67,-68,-65,100,100,-70,-51,-60,100,-72,100,100,100,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-82,100,100,100,100,100,-64,100,-65,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,59
-87,-70,-69,-67,-68,-65,100,100,-70,-51,-60,100,-72,100,100,100,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-82,100,100,100,100,100,-64,100,-65,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,60
-87,-70,-69,-67,-68,-65,100,100,-70,-51,-60,100,-72,100,100,100,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-82,100,100,100,100,100,-64,100,-65,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,61
-90,-76,-70,-72,-71,-66,-85,-85,-70,-42,-62,100,-73,100,100,-85,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,100,100,100,100,100,-65,-87,-61,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-84,100,100,-80,-55,100,100,100,-82,-84,100,-82,-89,-85,100,-86,100,100,62
-90,-76,-70,-72,-71,-66,-85,-85,-70,-42,-62,100,-73,100,100,-85,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,100,100,100,100,100,-65,-87,-61,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-84,100,100,-80,-55,100,100,100,-82,-84,100,-82,-89,-85,100,-86,100,100,63
-90,-76,-70,-72,-71,-66,-85,-85,-70,-42,-62,100,-73,100,100,-85,-86,100,-86,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,100,100,100,100,100,-65,-87,-61,100,100,100,100,100,100,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-84,100,100,-80,-55,100,100,100,-82,-84,100,-82,-89,-85,100,-86,100,100,64
-89,-81,-71,-70,-70,-72,-85,-82,-69,-58,-71,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,-85,-85,-84,-85,-84,-59,-86,-59,-85,100,-85,100,100,-85,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-84,100,100,-78,-67,100,100,100,-82,-84,100,-82,-89,-82,100,-86,100,100,65
-89,-81,-71,-70,-70,-72,-85,-82,-69,-58,-71,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,-85,-85,-84,-85,-84,-59,-86,-59,-85,100,-85,100,100,-85,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-84,100,100,-78,-67,100,100,100,-82,-84,100,-82,-89,-82,100,-86,100,100,66
-89,-81,-71,-70,-70,-72,-85,-82,-69,-58,-71,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-80,-85,-85,-84,-85,-84,-59,-86,-59,-85,100,-85,100,100,-85,100,-83,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,-84,100,100,-78,-67,100,100,100,-82,-84,100,-82,-89,-82,100,-86,100,100,67
-89,-83,-81,-81,-81,-77,-85,-82,-81,-66,-79,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-71,-83,-82,-82,-83,-83,-58,-83,-59,-82,100,-82,100,100,-82,100,-83,100,100,100,-80,-89,-90,-89,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-75,100,100,-76,-75,100,100,100,-82,-84,100,-82,-85,-77,100,-84,100,100,68
-89,-83,-81,-81,-81,-77,-85,-82,-81,-66,-79,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-71,-83,-82,-82,-83,-83,-58,-83,-59,-82,100,-82,100,100,-82,100,-83,100,100,100,-80,-89,-90,-89,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-75,100,100,-76,-75,100,100,100,-82,-84,100,-82,-85,-77,100,-84,100,100,69
-89,-83,-81,-81,-81,-77,-85,-82,-81,-66,-79,100,-73,100,100,-85,-86,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-71,-83,-82,-82,-83,-83,-58,-83,-59,-82,100,-82,100,100,-82,100,-83,100,100,100,-80,-89,-90,-89,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-75,100,100,-76,-75,100,100,100,-82,-84,100,-82,-85,-77,100,-84,100,100,70
-89,-75,-86,-81,-81,-71,-85,-83,-83,-64,-79,100,-74,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-84,-84,-85,-83,-62,-80,-63,-84,100,-85,100,100,-84,100,-65,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-76,100,100,-78,-75,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,71
-89,-75,-86,-81,-81,-71,-85,-83,-83,-64,-79,100,-74,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-84,-84,-85,-83,-62,-80,-63,-84,100,-85,100,100,-84,100,-65,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-76,100,100,-78,-75,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,72
