wifi0,wifi1,wifi2,wifi3,wifi4,wifi5,wifi6,wifi7,wifi8,wifi9,wifi10,wifi11,wifi12,wifi13,wifi14,wifi15,wifi16,wifi17,wifi18,wifi19,wifi20,wifi21,wifi22,wifi23,wifi24,wifi25,wifi26,wifi27,wifi28,wifi29,wifi30,wifi31,wifi32,wifi33,wifi34,wifi35,wifi36,wifi37,wifi38,wifi39,wifi40,wifi41,wifi42,wifi43,wifi44,wifi45,wifi46,wifi47,wifi48,wifi49,wifi50,wifi51,wifi52,wifi53,wifi54,wifi55,wifi56,wifi57,wifi58,wifi59,wifi60,wifi61,wifi62,wifi63,wifi64,wifi65,wifi66,wifi67,wifi68,wifi69,wifi70,wifi71,wifi72,wifi73,wifi74,wifi75,wifi76,wifi77,wifi78,wifi79,wifi80,wifi81,wifi82,wifi83,wifi84,wifi85,wifi86,wifi87,wifi88,wifi89,wifi90,wifi91,wifi92,wifi93,wifi94,wifi95,wifi96,wifi97,wifi98,wifi99,wifi100,wifi101,wifi102,wifi103,wifi104,wifi105,wifi106,wifi107,wifi108,wifi109,wifi110,wifi111,wifi112,wifi113,wifi114,wifi115,wifi116,wifi117,wifi118,wifi119,wifi120,wifi121,wifi122,wifi123,wifi124,wifi125,wifi126,wifi127,wifi128,wifi129,wifi130,wifi131,wifi132,wifi133,wifi134,wifi135,wifi136,wifi137,wifi138,wifi139,wifi140,wifi141,wifi142,wifi143,wifi144,wifi145,wifi146,wifi147,wifi148,wifi149,wifi150,wifi151,wifi152,wifi153,wifi154,wifi155,wifi156,wifi157,wifi158,wifi159,wifi160,wifi161,wifi162,wifi163,wifi164,wifi165,wifi166,wifi167,wifi168,wifi169,wifi170,wifi171,wifi172,wifi173,wifi174,wifi175,wifi176,wifi177,wifi178,wifi179,wifi180,wifi181,wifi182,wifi183,wifi184,location
-89,-75,-86,-81,-81,-71,-85,-83,-83,-64,-79,100,-74,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-83,-84,-84,-85,-83,-62,-80,-63,-84,100,-85,100,100,-84,100,-65,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-76,100,100,-78,-75,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,73
-89,-70,-86,-81,-81,-68,-85,-83,-83,-64,-84,100,-71,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,-85,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-85,-84,-86,-85,-86,-66,-86,-68,-85,100,-84,100,100,-85,100,-68,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-82,100,100,-88,-77,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,74
-89,-70,-86,-81,-81,-68,-85,-83,-83,-64,-84,100,-71,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,-85,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-85,-84,-86,-85,-86,-66,-86,-68,-85,100,-84,100,100,-85,100,-68,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-82,100,100,-88,-77,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,75
-89,-70,-86,-81,-81,-68,-85,-83,-83,-64,-84,100,-71,100,100,-84,100,100,100,100,100,100,-83,100,100,100,100,-85,100,100,100,100,100,100,-89,100,100,100,-81,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-85,-84,-86,-85,-86,-66,-86,-68,-85,100,-84,100,100,-85,100,-68,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,-82,100,100,-88,-77,100,100,100,-82,-84,100,-82,-85,-80,100,-84,100,100,76
-91,-66,-86,-84,-90,-64,100,-88,-83,-65,-87,100,-67,-89,-84,-89,100,100,-87,100,100,100,-86,100,100,100,-87,-81,100,100,100,100,100,100,-89,100,100,100,-87,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-86,-84,-84,-85,-85,-69,-90,-68,-86,100,-85,100,100,-85,100,-61,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,77
-91,-66,-86,-84,-90,-64,100,-88,-83,-65,-87,100,-67,-89,-84,-89,100,100,-87,100,100,100,-86,100,100,100,-87,-81,100,100,100,100,100,100,-89,100,100,100,-87,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-86,-84,-84,-85,-85,-69,-90,-68,-86,100,-85,100,100,-85,100,-61,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,78
-91,-66,-86,-84,-90,-64,100,-88,-83,-65,-87,100,-67,-89,-84,-89,100,100,-87,100,100,100,-86,100,100,100,-87,-81,100,100,100,100,100,100,-89,100,100,100,-87,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-86,-84,-84,-85,-85,-69,-90,-68,-86,100,-85,100,100,-85,100,-61,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,79
-89,-65,-86,-82,-90,-65,100,-88,-82,-69,-91,100,-64,-89,-74,-89,100,100,-87,100,100,100,-86,100,100,-88,-87,-82,100,100,100,100,100,100,-89,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-74,-86,-84,-84,-85,-85,-81,-90,-80,-86,100,-85,100,100,-85,100,-62,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-79,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,80
-89,-65,-86,-82,-90,-65,100,-88,-82,-69,-91,100,-64,-89,-74,-89,100,100,-87,100,100,100,-86,100,100,-88,-87,-82,100,100,100,100,100,100,-89,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-74,-86,-84,-84,-85,-85,-81,-90,-80,-86,100,-85,100,100,-85,100,-62,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-79,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,81
-89,-65,-86,-82,-90,-65,100,-88,-82,-69,-91,100,-64,-89,-74,-89,100,100,-87,100,100,100,-86,100,100,-88,-87,-82,100,100,100,100,100,100,-89,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,-74,-86,-84,-84,-85,-85,-81,-90,-80,-86,100,-85,100,100,-85,100,-62,100,100,100,100,-89,-90,-89,-89,100,100,100,100,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-79,100,100,100,100,100,100,100,-85,-88,100,-84,100,100,82
-88,-62,-80,-86,-81,-64,-73,-88,-75,-70,-88,-78,-61,-89,-73,-89,100,-80,-86,100,100,-80,-86,100,100,-88,-87,-82,100,100,100,100,100,-86,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-79,-90,-80,-86,100,-85,100,100,-85,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-84,100,100,100,100,100,100,100,100,-88,100,100,100,100,83
-88,-62,-80,-86,-81,-64,-73,-88,-75,-70,-88,-78,-61,-89,-73,-89,100,-80,-86,100,100,-80,-86,100,100,-88,-87,-82,100,100,100,100,100,-86,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-79,-90,-80,-86,100,-85,100,100,-85,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-84,100,100,100,100,100,100,100,100,-88,100,100,100,100,84
-88,-62,-80,-86,-81,-64,-73,-88,-75,-70,-88,-78,-61,-89,-73,-89,100,-80,-86,100,100,-80,-86,100,100,-88,-87,-82,100,100,100,100,100,-86,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-79,-90,-80,-86,100,-85,100,100,-85,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-84,100,100,100,100,100,100,100,100,-88,100,100,100,100,85
-84,-61,-76,-78,-75,-60,-73,-88,-75,-72,-89,-83,-57,-89,-72,-89,100,-80,-85,100,100,-80,-83,-84,-83,-87,-84,-77,-90,100,-88,-87,-89,-86,100,100,-83,100,-89,100,-88,-88,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-85,-90,-83,-86,100,-85,100,100,-85,100,-64,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,100,-88,100,100,100,100,86
-84,-61,-76,-78,-75,-60,-73,-88,-75,-72,-89,-83,-57,-89,-72,-89,100,-80,-85,100,100,-80,-83,-84,-83,-87,-84,-77,-90,100,-88,-87,-89,-86,100,100,-83,100,-89,100,-88,-88,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-85,-90,-83,-86,100,-85,100,100,-85,100,-64,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,100,-88,100,100,100,100,87
-84,-61,-76,-78,-75,-60,-73,-88,-75,-72,-89,-83,-57,-89,-72,-89,100,-80,-85,100,100,-80,-83,-84,-83,-87,-84,-77,-90,100,-88,-87,-89,-86,100,100,-83,100,-89,100,-88,-88,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,-86,-84,-84,-85,-85,-85,-90,-83,-86,100,-85,100,100,-85,100,-64,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-82,100,100,-85,-82,100,100,100,100,100,100,100,100,-88,100,100,100,100,88
-80,-69,-70,-72,-71,-64,-79,-78,-71,-76,-79,-72,-57,-80,-76,100,100,-81,-81,100,100,-80,-79,-82,-83,-86,-81,-77,-90,100,-84,-83,-85,-84,-82,100,-81,-83,-77,100,-78,-84,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,-89,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,89
-80,-69,-70,-72,-71,-64,-79,-78,-71,-76,-79,-72,-57,-80,-76,100,100,-81,-81,100,100,-80,-79,-82,-83,-86,-81,-77,-90,100,-84,-83,-85,-84,-82,100,-81,-83,-77,100,-78,-84,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,-89,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,90
-80,-69,-70,-72,-71,-64,-79,-78,-71,-76,-79,-72,-57,-80,-76,100,100,-81,-81,100,100,-80,-79,-82,-83,-86,-81,-77,-90,100,-84,-83,-85,-84,-82,100,-81,-83,-77,100,-78,-84,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,-89,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,91
-81,-59,-73,-71,-72,-50,-79,-78,-71,-68,-74,-67,-62,-80,-76,100,-68,-81,-85,100,100,-74,-79,-80,-79,-83,-79,-75,-87,100,-87,-86,-86,-84,-81,100,-79,-80,-77,100,-78,-86,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,92
-81,-59,-73,-71,-72,-50,-79,-78,-71,-68,-74,-67,-62,-80,-76,100,-68,-81,-85,100,100,-74,-79,-80,-79,-83,-79,-75,-87,100,-87,-86,-86,-84,-81,100,-79,-80,-77,100,-78,-86,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,93
-81,-59,-73,-71,-72,-50,-79,-78,-71,-68,-74,-67,-62,-80,-76,100,-68,-81,-85,100,100,-74,-79,-80,-79,-83,-79,-75,-87,100,-87,-86,-86,-84,-81,100,-79,-80,-77,100,-78,-86,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,94
-73,-64,-64,-66,-64,-58,-77,-77,-64,-74,-78,-63,-65,-64,-73,-68,-65,-81,-75,100,100,-74,-64,-72,-72,-72,-73,-68,-87,-81,-75,-75,-76,-79,-74,100,-73,-75,-64,-80,-67,-76,-74,100,100,100,-87,-87,100,100,-84,100,100,-84,100,100,-88,-73,-81,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,95
-73,-64,-64,-66,-64,-58,-77,-77,-64,-74,-78,-63,-65,-64,-73,-68,-65,-81,-75,100,100,-74,-64,-72,-72,-72,-73,-68,-87,-81,-75,-75,-76,-79,-74,100,-73,-75,-64,-80,-67,-76,-74,100,100,100,-87,-87,100,100,-84,100,100,-84,100,100,-88,-73,-81,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,96
-73,-64,-64,-66,-64,-58,-77,-77,-64,-74,-78,-63,-65,-64,-73,-68,-65,-81,-75,100,100,-74,-64,-72,-72,-72,-73,-68,-87,-81,-75,-75,-76,-79,-74,100,-73,-75,-64,-80,-67,-76,-74,100,100,100,-87,-87,100,100,-84,100,100,-84,100,100,-88,-73,-81,100,100,100,100,100,100,100,100,-85,100,-83,100,100,100,100,100,100,100,-62,100,100,100,100,-89,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,100,-90,100,-89,-91,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,97
